"country","visibility","city","created","link","join_mode","members","name","id","urlname","who","category.id"
"DE","public","Berlin",1372864747000,"https://www.meetup.com/Elixir-Berlin/","open",897,"Elixir Berlin",9199792,"Elixir-Berlin","Alchemists",34
"DE","public","Berlin",1373206414000,"https://www.meetup.com/ProductCamp-Berlin/","open",926,"ProductCamp Berlin",9247752,"ProductCamp-Berlin","ProductCampers",34
"DE","public","Berlin",1373355129000,"https://www.meetup.com/geek2geek/","open",901,"Geek2Geek - Berlin Tech Talk",9278262,"geek2geek","Geeks",34
"DE","public","Berlin",1373380618000,"https://www.meetup.com/Agile-Game-Lab-Berlin/","open",1266,"Agile Game Lab",9281592,"Agile-Game-Lab-Berlin","Agalabers",34
"DE","public","Berlin",1374054432000,"https://www.meetup.com/berlincplusplus/","open",1365,"Die Berlin C++ Meetup Gruppe",9394492,"berlincplusplus","Mitglieder",34
"DE","public","Berlin",1374665089000,"https://www.meetup.com/aws-berlin/","open",2450,"Berlin AWS User Group",9496492,"aws-berlin","Members",34
"DE","public","Berlin",1376735874000,"https://www.meetup.com/Unity-3D-Berlin/","open",571,"Unity 3D Berlin",9845752,"Unity-3D-Berlin","Unity Users",34
"DE","public","Berlin",1377512019000,"https://www.meetup.com/Culture-Hacking-Berlin/","open",907,"Culture Hacking Berlin",9972472,"Culture-Hacking-Berlin","Culture Hackers",34
"DE","public","Berlin",1379002536000,"https://www.meetup.com/AngularJS-Meetup-Berlin/","open",1667,"Angular Meetup Berlin",10232162,"AngularJS-Meetup-Berlin","Developers",34
"DE","public","Berlin",1379397894000,"https://www.meetup.com/Puppet-User-Group-Berlin/","open",405,"Puppet User Group Berlin",10301442,"Puppet-User-Group-Berlin","Puppeteers from Berlin",34
"DE","public","Berlin",1382462285000,"https://www.meetup.com/Blockchain-Meetup-Berlin/","open",3888,"Blockchain Meetup Berlin",10798002,"Blockchain-Meetup-Berlin","Members",34
"DE","public","Berlin",1383225747000,"https://www.meetup.com/Raspberry-Pi-Berlin/","open",496,"Raspberry Pi Berlin",10915592,"Raspberry-Pi-Berlin","Embedded members",34
"DE","public","Berlin",1383304003000,"https://www.meetup.com/privatekey/","open",1115,"Private Key",10925492,"privatekey","Cryptonauts",34
"DE","public","Berlin",1384283774000,"https://www.meetup.com/Node-js-Meetup-Berlin/","open",2609,"Node.js Meetup Berlin",11077912,"Node-js-Meetup-Berlin","JavaScripters",34
"DE","public","Berlin",1384379835000,"https://www.meetup.com/Docker-Berlin/","open",2476,"Docker Berlin",11094792,"Docker-Berlin","Dockers",34
"DE","public","Berlin",1385205117000,"https://www.meetup.com/laravel-berlin/","open",419,"Laravel Group Berlin",11215692,"laravel-berlin","Artisans",34
"DE","public","Berlin",1386702027000,"https://www.meetup.com/Berlin-WordPress-Meetup/","open",1205,"WordPress Meetup Berlin",11412102,"Berlin-WordPress-Meetup","WordPress Enthusiasts",34
"DE","public","Berlin",1388922512000,"https://www.meetup.com/remote-work-digital-nomads/","open",610,"Remote work & Digital Nomads",11802142,"remote-work-digital-nomads","Members",34
"DE","public","Berlin",1389015574000,"https://www.meetup.com/Software-Craftsmanship-Berlin/","open",3381,"Software Craftsmanship Berlin",11846642,"Software-Craftsmanship-Berlin","Craftspeople",34
"DE","public","Berlin",1389067073000,"https://www.meetup.com/Hacking-Health-Berlin/","open",915,"Hacking Health Berlin",11878912,"Hacking-Health-Berlin","HealthHackers",34
"DE","public","Berlin",1389187547000,"https://www.meetup.com/Ceph-Berlin/","open",462,"Ceph Berlin",11927052,"Ceph-Berlin","Cephalopods",34
"DE","public","Berlin",1389699164000,"https://www.meetup.com/Geek-Girls-Carrots-Berlin/","open",1896,"Geek Girls Carrots Berlin",12106012,"Geek-Girls-Carrots-Berlin","IT Carrots",34
"DE","public","Berlin",1390222602000,"https://www.meetup.com/Stacktrace-Berlin/","open",438,"talent.io Stacktrace",12297842,"Stacktrace-Berlin","Members",34
"DE","public","Berlin",1390594252000,"https://www.meetup.com/berlin-machine-learning/","open",5634,"Berlin Machine Learning Group",12426342,"berlin-machine-learning","Machine Learners",34
"DE","public","Berlin",1391768220000,"https://www.meetup.com/Berlin-Mobile-Quality-Crew/","open",900,"Berlin Mobile Quality Crew",12763152,"Berlin-Mobile-Quality-Crew","Crew Members",34
"DE","public","Berlin",1392307126000,"https://www.meetup.com/CodingAmigos/","open",1520,"Coding and Wizard Amigos",12863292,"CodingAmigos","Hacktivists",34
"DE","public","Berlin",1392655689000,"https://www.meetup.com/Berlin-UX-Happy-Hour/","open",2371,"Berlin UX Happy Hour",12926342,"Berlin-UX-Happy-Hour","Designers",34
"DE","public","Berlin",1393611306000,"https://www.meetup.com/PyData-Berlin/","open",3294,"PyData Berlin",13108712,"PyData-Berlin","members",34
"DE","public","Berlin",1393628933000,"https://www.meetup.com/Berlin-Mozilla-Meetup/","open",996,"Berlin Mozilla Meetup",13112352,"Berlin-Mozilla-Meetup","Mozillians",34
"DE","public","Berlin",1395597273000,"https://www.meetup.com/Berlin-Selenium-Meetup/","open",569,"Berlin Selenium Meetup",13503712,"Berlin-Selenium-Meetup","Members",34
"DE","public","Berlin",1395943655000,"https://www.meetup.com/appliedJavascript/","open",565,"Applied Javascript",13584112,"appliedJavascript","members",34
"DE","public","Berlin",1396347694000,"https://www.meetup.com/Silicon-Drinkabout-Berlin/","open",1495,"Silicon Drinkabout Berlin",13666062,"Silicon-Drinkabout-Berlin","Drinkers",34
"DE","public","Berlin",1397472428000,"https://www.meetup.com/eposttechtalk/","open",800,"E-POST Tech Talk",13901712,"eposttechtalk","Members",34
"DE","public","Berlin",1397659280000,"https://www.meetup.com/Making-Apps-That-Make-Music/","open",479,"Making Apps That Make Music",13944612,"Making-Apps-That-Make-Music","Members",34
"DE","public","Berlin",1397727469000,"https://www.meetup.com/Python-Big-Data-Analytics/","open",463,"Algorithmic Trading & Data-Driven Finance",13958902,"Python-Big-Data-Analytics","Python Data Scientists",34
"DE","public","Berlin",1399020356000,"https://www.meetup.com/FabLabBerlin/","open",3839,"Fab Lab Berlin",14226222,"FabLabBerlin","Makers",34
"DE","public","Berlin",1399666799000,"https://www.meetup.com/berlinuxd/","open",2688,"Berlin User Experience Designers",14360822,"berlinuxd","UX Designers",34
"DE","public","Berlin",1400109744000,"https://www.meetup.com/Big-Data-Developers-in-Berlin/","open",2944,"Big Data Developers in Berlin",14460772,"Big-Data-Developers-in-Berlin","Big Data Enthusiasts",34
"DE","public","Berlin",1400227200000,"https://www.meetup.com/Strange-Group-Berlin/","open",919,"Strange Group: Emerging and Alternative Technologies",14485812,"Strange-Group-Berlin","Strange Groupers",34
"DE","public","Berlin",1400446128000,"https://www.meetup.com/Cocoaheads-Berlin/","open",1009,"Cocoaheads Berlin",14529062,"Cocoaheads-Berlin","CocoaHeads",34
"DE","public","Berlin",1400575739000,"https://www.meetup.com/CTO-Roundtable-Berlin/","approval",580,"CTO Roundtable Berlin",14563792,"CTO-Roundtable-Berlin","Members",34
"DE","public","Berlin",1400776904000,"https://www.meetup.com/Papers-We-Love-Berlin/","open",470,"Papers We Love - Berlin",14613232,"Papers-We-Love-Berlin","Members",34
"DE","public","Berlin",1400781712000,"https://www.meetup.com/Berliner-SEO-Stammtisch/","open",408,"Berliner SEO Stammtisch",14614452,"Berliner-SEO-Stammtisch","HauptstadtSEOs",34
"DE","public","Berlin",1402010944000,"https://www.meetup.com/swift-berlin/","open",1179,"swift.berlin",14908042,"swift-berlin","Developer",34
"DE","public","Berlin",1403087797000,"https://www.meetup.com/UXDesignersHQBerlin/","open",785,"UX Creatives HQ Berlin",15161382,"UXDesignersHQBerlin","UX Creatives",34
"DE","public","Berlin",1403275575000,"https://www.meetup.com/Make-Open-Source/","open",889,"Open Source: Digitale Produkte, Webdevelopment + Design",15204232,"Make-Open-Source","Digital Creator",34
"DE","public","Berlin",1404745768000,"https://www.meetup.com/Big-Data-Berlin/","open",5251,"Big Data, Berlin",15549592,"Big-Data-Berlin","Data Lovers, Berlin",34
"DE","public","Berlin",1404849891000,"https://www.meetup.com/Berlin-Jobs-To-Be-Done-Meetup/","open",2106,"Berlin #JTBD Jobs-to-be-Done Meetup",15583402,"Berlin-Jobs-To-Be-Done-Meetup","JTBD practitioners",34
"DE","public","Berlin",1406229793000,"https://www.meetup.com/Kaggle-Berlin/","open",834,"Kaggle Berlin",15949212,"Kaggle-Berlin","Kagglers",34
"DE","public","Berlin",1406893619000,"https://www.meetup.com/Eurostaff-Connect-Berlin-Developer-Group/","open",855,"Eurostaff Connect(s) - Berlin Developer Group",16119132,"Eurostaff-Connect-Berlin-Developer-Group","IT enthusiasts",34
"DE","public","Berlin",1407418680000,"https://www.meetup.com/Berlin-Apache-Spark-Meetup/","open",761,"Berlin Apache Spark Meetup",16243222,"Berlin-Apache-Spark-Meetup","Data Geeks",34
"DE","public","Berlin",1408024476000,"https://www.meetup.com/Berlin-Ethereum-Meetup/","open",2437,"Berlin Ethereum Meetup",16384212,"Berlin-Ethereum-Meetup","Ethereum enthusiasts",34
"DE","public","Berlin",1409325114000,"https://www.meetup.com/m3-Makers-Manufacturers-Meetup/","open",943,"Makers & Manufacturers Meetup (Berlin)",16673122,"m3-Makers-Manufacturers-Meetup","Makers & Manufacturers",34
"DE","public","Berlin",1409953475000,"https://www.meetup.com/learn2makeawebsite/","open",753,"Learn 2 make a website - WordPress - Berlin",16819322,"learn2makeawebsite","Learners",34
"DE","public","Berlin",1410525951000,"https://www.meetup.com/FashionTec-Meetup-Berlin/","open",1236,"FashionTec Berlin",16952962,"FashionTec-Meetup-Berlin","Fashiontechies",34
"DE","public","Berlin",1411035800000,"https://www.meetup.com/Apache-Flink-Meetup/","open",1111,"Apache Flink Meetup Berlin",17066872,"Apache-Flink-Meetup","Squirrels",34
"DE","public","Berlin",1411250945000,"https://www.meetup.com/UX-Salon-Berlin/","open",643,"UX Salon - Berlin",17112732,"UX-Salon-Berlin","UXers",34
"DE","public","Berlin",1412017809000,"https://www.meetup.com/Tech-Book-Club-Berlin/","open",1045,"Tech Book Club Berlin",17293262,"Tech-Book-Club-Berlin","Technology critics",34
"DE","public","Berlin",1413492667000,"https://www.meetup.com/Rust-Berlin/","open",867,"Rust Berlin",17670252,"Rust-Berlin","Rusties",34
"DE","public","Berlin",1413715921000,"https://www.meetup.com/Software-Architecture-and-Design-Berlin/","open",618,"Software Architecture and Design Berlin",17718042,"Software-Architecture-and-Design-Berlin","Members",34
"DE","public","Berlin",1414981928000,"https://www.meetup.com/GDG-Berlin-Android/","open",1451,"GDG Berlin Android",18029372,"GDG-Berlin-Android","Androids",34
"DE","public","Berlin",1415092652000,"https://www.meetup.com/Microservices-Meetup-Berlin/","open",2343,"Microservices Meetup Berlin",18059152,"Microservices-Meetup-Berlin","Members",34
"DE","public","Berlin",1415280444000,"https://www.meetup.com/Berlin-Lean-Coffee/","open",568,"Berlin Lean Coffee",18111752,"Berlin-Lean-Coffee","BerLEANers",34
"DE","public","Berlin",1416571225000,"https://www.meetup.com/OpenXLab/","open",742,"OpenXLab",18204901,"OpenXLab","OpenXers",34
"DE","public","Berlin",1417517181000,"https://www.meetup.com/OK-Lab-Berlin/","open",1029,"OK Lab Berlin",18227086,"OK-Lab-Berlin","Member",34
"DE","public","Berlin",1418817100000,"https://www.meetup.com/Geo-Berlin/","open",464,"Geo Berlin",18258647,"Geo-Berlin","Geographers",34
"DE","public","Berlin",1419281205000,"https://www.meetup.com/Berlin-Innovation-Meetup-for-Personal-Technology/","open",4392,"Berlin Meetup for Innovative Technology and Business",18268877,"Berlin-Innovation-Meetup-for-Personal-Technology","Innovators and Business Makers",34
"DE","public","Berlin",1419607856000,"https://www.meetup.com/Ansible-Berlin/","open",473,"Ansible Berlin",18274585,"Ansible-Berlin","Ansiblings",34
"DE","public","Berlin",1420413338000,"https://www.meetup.com/Berlin-R-Users-Group/","open",1488,"Berlin R Users Group",18299780,"Berlin-R-Users-Group","R users",34
"DE","public","Berlin",1420556350000,"https://www.meetup.com/Berlin-Scrum-Meetup/","open",801,"Berlin Scrum Meetup",18306135,"Berlin-Scrum-Meetup","Members",34
"DE","public","Berlin",1420575563000,"https://www.meetup.com/Berlin-Mobile-Marketing-Growth-Meetup/","open",975,"Berlin Mobile Marketing & Growth Meetup",18307265,"Berlin-Mobile-Marketing-Growth-Meetup","Mobile Experts",34
"DE","public","Berlin",1420819010000,"https://www.meetup.com/Product-Crunch/","open",2555,"Product Crunch 🍪",18316426,"Product-Crunch","Product Lovers & Cookie Monsters",34
"DE","public","Berlin",1421325716000,"https://www.meetup.com/CoreOS-Berlin/","open",841,"CoreOS Berlin",18339063,"CoreOS-Berlin","Members",34
"DE","public_limited","Berlin",1422083224000,"https://www.meetup.com/Advanced-Machine-Learning-Study-Group/","approval",764,"Advanced Machine Learning Study Group",18373067,"Advanced-Machine-Learning-Study-Group","Machine Learners",34
"DE","public","Berlin",1422362193000,"https://www.meetup.com/Urban-Interactions/","open",1281,"Berlin Urban Interaction Design",18384606,"Urban-Interactions","Urbanists",34
"DE","public","Berlin",1422957097000,"https://www.meetup.com/jug-bb/","open",1571,"Java Usergroup Berlin-Brandenburg",18407590,"jug-bb","Javaianer",34
"DE","public","Berlin",1423051012000,"https://www.meetup.com/GoEuro-Meetups/","open",535,"GoEuro Tech & Product Meetups",18410344,"GoEuro-Meetups","GoEuro'ers",34
"DE","public","Berlin",1424123192000,"https://www.meetup.com/d-collective/","open",529,"D.Collective",18439542,"d-collective","d.thinkers & d.doers",34
"DE","public","Berlin",1424265667000,"https://www.meetup.com/Berlin-Science-Hacking/","open",971,"Berlin Science Hacking",18443455,"Berlin-Science-Hacking","Science Hackers",34
"DE","public","Berlin",1424975133000,"https://www.meetup.com/AwesomeShield/","open",717,"Awesome Shield Berlin - Learn to Code with Arduino",18463239,"AwesomeShield","Awesome Learners",34
"DE","public","Berlin",1425052314000,"https://www.meetup.com/React-Berlin/","open",2278,"React Berlin",18465267,"React-Berlin","Reactors",34
"DE","public","Berlin",1425136381000,"https://www.meetup.com/Berlin-Digital-Analytics/","open",2445,"Berlin Digital Analytics Meetup",18467218,"Berlin-Digital-Analytics","Digital Analysts",34
"DE","public","Berlin",1425658264000,"https://www.meetup.com/PoDojo-Studio-Berlin/","open",1637,"#PoDojo Studio Berlin",18481943,"PoDojo-Studio-Berlin","Product People",34
"DE","public","Berlin",1426167528000,"https://www.meetup.com/PostgreSQL-Meetup-Berlin/","open",780,"PostgreSQL Meetup Group Berlin",18496246,"PostgreSQL-Meetup-Berlin","Elephantista",34
"DE","public","Berlin",1426759108000,"https://www.meetup.com/ThoughtWorks-Berlin/","open",3323,"ThoughtWorks Berlin",18510988,"ThoughtWorks-Berlin","friends",34
"DE","public","Berlin",1427108649000,"https://www.meetup.com/Product-Owner-Innovation-Toolkit/","open",424,"Product Owner Innovation Toolkit",18516221,"Product-Owner-Innovation-Toolkit","Innovative Product Owners",34
"DE","public","Berlin",1427211557000,"https://www.meetup.com/Berlin-Web-Audio-Meetup/","open",630,"Berlin Web Audio Meetup",18518242,"Berlin-Web-Audio-Meetup","music makers",34
"DE","public","Berlin",1429025090000,"https://www.meetup.com/G-Force-Put-your-idea-under-pressure-before-others-do-it/","open",2834,"G-Force: Put your idea under pressure before others do it!",18547227,"G-Force-Put-your-idea-under-pressure-before-others-do-it","Members",34
"DE","public","Berlin",1429203806000,"https://www.meetup.com/Analytics-Innovation-Meetup/","open",1197,"Analytics Innovation Meetup",18550577,"Analytics-Innovation-Meetup","Members",34
"DE","public","Berlin",1429907187000,"https://www.meetup.com/DevBPC/","open",771,"Developer Best Practice Club - Axel Springer Family",18562153,"DevBPC","Developers",34
"DE","public","Berlin",1430317909000,"https://www.meetup.com/IXDS-Pre-Work-Talks-Berlin/","open",1642,"IXDS Pre-Work Talks Berlin",18569055,"IXDS-Pre-Work-Talks-Berlin","Members",34
"DE","public","Berlin",1430747678000,"https://www.meetup.com/Zalando-Tech-Events-Berlin/","open",6712,"Zalando Tech Events Berlin",18575647,"Zalando-Tech-Events-Berlin","Zalandos",34
"DE","public","Berlin",1430766691000,"https://www.meetup.com/Women-Who-Code-Berlin-Germany/","open",2812,"Women Who Code Berlin",18576134,"Women-Who-Code-Berlin-Germany","Members",34
"DE","public","Berlin",1432796485000,"https://www.meetup.com/blogtisch/","open",425,"blogfoster Academy Day",18631232,"blogtisch","Blogger und Influencer",34
"DE","public","Berlin",1433192024000,"https://www.meetup.com/Innovative-employee-and-Freelancer-Job-Fair-Berlin/","open",502,"Innovative Employee and Freelancer Job Fair Berlin",18641856,"Innovative-employee-and-Freelancer-Job-Fair-Berlin","Member",34
"DE","public","Berlin",1433253178000,"https://www.meetup.com/b2b-berlin/","open",3956,"B2B Berlin",18643530,"b2b-berlin","B2B Berliners",34
"DE","public","Berlin",1435315587000,"https://www.meetup.com/spektrum/","open",2184,"SPEKTRUM | art science community",18700210,"spektrum","community members",34
"DE","public","Berlin",1435567988000,"https://www.meetup.com/Berlin-Open-Science-Meetup/","open",659,"Berlin Open Science -Reproducible Research- Meetup",18706195,"Berlin-Open-Science-Meetup","Open scientists",34
"DE","public","Berlin",1435615469000,"https://www.meetup.com/Mobile-Growth-Berlin/","open",788,"Mobile Growth Berlin",18707845,"Mobile-Growth-Berlin","Mobile Growth Experts",34
"DE","public","Berlin",1436458597000,"https://www.meetup.com/Snowplow-Analytics-Berlin/","open",619,"Snowplow Analytics Berlin",18730078,"Snowplow-Analytics-Berlin","Snowplowers",34
"DE","public","Berlin",1438012661000,"https://www.meetup.com/BerlinNLP/","open",1115,"Berlin NLP",18775984,"BerlinNLP","Members",34
"DE","public","Berlin",1438583354000,"https://www.meetup.com/German-Accelerator-Internationalization-of-High-Tech-Firms/","open",765,"German Accelerator - Meetups Germany",18796522,"German-Accelerator-Internationalization-of-High-Tech-Firms","Mitglieder",34
"DE","public","Berlin",1438631732000,"https://www.meetup.com/witas-Women-in-Tech-and-Startups-Berlin/","open",2240,"#witas - Women in Tech and Startups Berlin",18798561,"witas-Women-in-Tech-and-Startups-Berlin","Mitglieder",34
"DE","public","Berlin",1440329830000,"https://www.meetup.com/Berlin-Futurists/","open",762,"Berlin Futurists",18859794,"Berlin-Futurists","Futuristen",34
"DE","public","Berlin",1440952657000,"https://www.meetup.com/Berlin-Kubernetes-Meetup/","open",1313,"Berlin Kubernetes Meetup",18882572,"Berlin-Kubernetes-Meetup","Kubernauts",34
"DE","public","Berlin",1441485222000,"https://www.meetup.com/Berlin-Creative-professionals-Meetup/","open",2177,"Berlin Creative professionals Meetup",18902515,"Berlin-Creative-professionals-Meetup","creative professionals",34
"DE","public","Berlin",1441624504000,"https://www.meetup.com/ReDI-school/","open",1522,"ReDI School of Digital Integration - Berlin",18907197,"ReDI-school","Friends of ReDI School",34
"DE","public","Berlin",1442760147000,"https://www.meetup.com/Data-Science-Meetup/","open",706,"Data Science Meetup",18950004,"Data-Science-Meetup","Data Scientist",34
"DE","public","Berlin",1443081255000,"https://www.meetup.com/NewStore/","open",1375,"NewStore TechTalks",18962793,"NewStore","NewStorians",34
"DE","public","Berlin",1444238698000,"https://www.meetup.com/12minB/","open",3679,"12min.me Berlin",19005252,"12minB","12minuters",34
"DE","public","Berlin",1444576583000,"https://www.meetup.com/The-Berlin-Web-App-Builders-Meetup/","open",733,"The Berlin Web App Builders Meetup",19016697,"The-Berlin-Web-App-Builders-Meetup","Web App Builders",34
"DE","public","Berlin",1444652131000,"https://www.meetup.com/Honeypot/","open",519,"Honeypot Tech Meetups",19019494,"Honeypot","Members",34
